	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	145864714	COC1C(C(OC(C1O)OC2C(OC(C(C2OC)O)O)CO)CO)O	(2R,3S,4S,5R,6R)-2-[(2R,3R,4R,5S,6S)-5,6-dihydroxy-2-(hydroxymethyl)-4-methoxyoxan-3-yl]oxy-6-(hydroxymethyl)-4-methoxyoxane-3,5-diol	"AAADceBwPAAAAAAAAAAAAAAAAAAAAAAAAAAkSAAAAAAAAAAAAAAAGgAACAAACBSwgAMCCAAABgAA
AAAAAAAAAAAAAAAAAAAAAAAREAIAAAAiQAAFAAAHAAHAYAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3,3'-di-O-methyl-4alpha-mannobiose
0	14496843	CC1(C2=CC=CC=C2[N+](=C1C=CC=CC=C3C(C4=CC=CC=C4N3C)(C)C)C)C.[Cl-]	(2Z)-1,3,3-trimethyl-2-[(2E,4E)-5-(1,3,3-trimethylindol-1-ium-2-yl)penta-2,4-dienylidene]indole;chloride	"AAADceB7AAAEAAAAAAAAAAAAAAAAAWIAAAAwYAAAAAAAAFgBQAAAHAAAAAAADgiBGAQywIMAAACg
AyRiRACCAAAhAgAIiAA4ZJgIICLAkZGEIAhggADIyAcQgMAPgAAAAAACAAAAAAAAAAQAAAAAAAAA
AA=="	1,3,3-Trimethyl-2-[5-(1,3,3-trimethyl-1,3-dihydro-indol-2-ylidene)-penta-1,3-dienyl]-3H-indolium chloride
0	439577	CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C	(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwYIAAAAAAAGCAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEwAAIAAOAwPAPgAAAAAAAAADAAAQAACAAAQAACAAA
AA=="	Desmosterol
0	92746	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4)O)C)C	(3S,5S,10S,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,4,5,6,7,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwQIAAAAAAAEDAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEgAAIAAOAwPAPgAAAAAAAAABAAAIAACAAAQAACAAA
AA=="	Zymosterol
0	94204	CC(C)C(=C)CCC(C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C	(1S,3R,6S,8R,11S,12S,15R,16R)-7,7,12,16-tetramethyl-15-[(2R)-6-methyl-5-methylideneheptan-2-yl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol	"AAADcfB4IAAAAAAAAAAAAAAAGAAAAYAAAAAwYMAABgAAAGDAAAAAGgAACAAADxSggAICAAAAAgCA
AgBCAAAAAAAgAAAAAAAAAAgAEAIAAQAAQAAEgAAAAAGAwPAPgAAAAAAAAADAAAYAADAAAQAACAAA
AA=="	24-Methylenecycloartanol
0	92110	CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)O)C)C	(1S,3R,6S,8R,11S,12S,15R,16R)-7,7,12,16-tetramethyl-15-[(2R)-6-methylhept-5-en-2-yl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-ol	"AAADcfB4IAAAAAAAAAAAAAAAGAAAAYAAAAAwYMAABgAAAGDAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEgAAIAAOAwPAPgAAAAAAAAADAAAYAADAAAQAACAAA
AA=="	Cycloartenol
0	246983	CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C	(3S,5R,10S,13R,14R,17R)-4,4,10,13,14-pentamethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwQIAAAAAAAEDAAAAAGgAACAAADxSggAICAAAAAgCA
AiBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEgAAIAAOAwPAPgAAAAAAAAABAAAYAADAAAQAACAAA
AA=="	Lanosterol
0	65252	CC1C2CCC3=C(C2(CCC1O)C)CCC4(C3(CCC4C(C)CCC(=C)C(C)C)C)C	(3S,4S,5S,10S,13R,14R,17R)-4,10,13,14-tetramethyl-17-[(2R)-6-methyl-5-methylideneheptan-2-yl]-1,2,3,4,5,6,7,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-ol	"AAADcfB4IAAAAAAAAAAAAAAAAAAAAYAAAAAwQIAAAAAAAEDAAAAAGgAACAAADxSggAICAAAAAgCA
AgBCAAAAAAAgAAAACAAAAAgAEAIAAQAAQAAEgAAIAAOAwPAPgAAAAAAAAABAAAYAADAAAQAACAAA
AA=="	Obtusifoliol
0	5280445	C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O	2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one	"AAADccBwOAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASAmAAwBoAABgCI
AqBSAAACCAAkIAAIiAEGiMgNJzaGNRqCeWGl4BUJuQfI7LzOIAABCAAIQABAAAIQABCAAAAAAAAA
AA=="	Luteolin
0	5281672	C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O	3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one	"AAADccBwPAAAAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAACBQAAAGgAACAAADASAmAAwBoAABgCI
AqBSAAICCAAkIAAAiAFGiMgNJzaGNRqCeWGl4BUJuQfI7LzOIAABCAAIQABAAAIQABCAAAAAAAAA
AA=="	Myricetin
