	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	134826427	CC(C)CC(C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)O)NC(=O)C(C(C)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CCCCN)NC(=O)C(CCCCN)N	(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2,6-diaminohexanoyl]amino]hexanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-hydroxybutanoyl]amino]-4-methylpentanoyl]amino]-3-hydroxypropanoyl]amino]-3-methylbutanoyl]amino]propanoic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAADTzhmAYzCILAAgCo
AiHSPAACAAEgAAAIiIGIAIgKcD6A0TGUYAAitgCYiAcdiYCOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Lys-Lys-Phe-Asn-Arg-Thr-Leu-Ser-Val-Ala
0	131635627	C(CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)O)N)CN=C(N)N	(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]butanedioic acid	"AAADcfB//gAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAACCjhgAYBCALAAgAo
AAGQPAAAAAEAAAAAAIGIAAACUB4AgCAUQAAGNgCQAAB/AQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Rrrdddsddd
0	4670741	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)N	2-[[2-[[6-amino-2-[[2-[[2-[[5-amino-2-[[2-[[1-[2-[[6-amino-2-[(2,5-diamino-5-oxopentanoyl)amino]hexanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]-5-oxopentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoic acid	"AAADcfB//gAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABAAAAHgAQCAAADSzhmAYzDoPAAgCo
AiHSPAACAAEgIAAIiIGOCIgKdjaCkTOUcAAm9hGYmAecy6COIAAAAAAAAABAAAAAAAAAAAAAAAAA
AA=="	Myelin Basic Protein (MBP)
0	5284616	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC	(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone	"AAADcfB+PAAAAAAAAAAAAAAAAAAAAAAAAAA8SIAAAAAAAAAAAAAAHgAACAAADTzhgAYCCAMABgCI
AqHSGAIAAAAgAAAICAHIAAgbFBYAoSQHUAAH5gCfsAOY6PSOAAAAAAAAAABAAAIAAACAAAAAAAAA
AA=="	Sirolimus
0	9962276	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N	2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]propanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]acetic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADSjhgAYDCALAAgAo
AAGQPAAAAAEAAAAAAIGIAAACUBYAgCAUQAACNgCQAAAYAQAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	H-Leu-Arg-Arg-Ala-Ser-Leu-Gly-OH
1	100074	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N	2-[[2-[[2-[2-[[2-[[2-[(2-amino-4-methylpentanoyl)amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]propanoylamino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]acetic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADSjhgAYDCALAAgAo
AAGQPAAAAAEAAAAAAIGIAAACUBYAgCAUQAACNgCQAAAYAQAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Kemptide
2	133117804	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N	2-[[(2R)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-amino-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]propanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]acetic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADSjhgAYDCALAAgAo
AAGQPAAAAAEAAAAAAIGIAAACUBYAgCAUQAACNgCQAAAYAQAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	H-D-Leu-D-Arg-D-Arg-D-Ala-D-Ser-D-Leu-Gly-OH
0	9962276	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N	2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]propanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]acetic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADSjhgAYDCALAAgAo
AAGQPAAAAAEAAAAAAIGIAAACUBYAgCAUQAACNgCQAAAYAQAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	H-Leu-Arg-Arg-Ala-Ser-Leu-Gly-OH
1	100074	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N	2-[[2-[[2-[2-[[2-[[2-[(2-amino-4-methylpentanoyl)amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]propanoylamino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]acetic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADSjhgAYDCALAAgAo
AAGQPAAAAAEAAAAAAIGIAAACUBYAgCAUQAACNgCQAAAYAQAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Kemptide
2	133117804	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)O)N	2-[[(2R)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-amino-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]propanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]acetic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADSjhgAYDCALAAgAo
AAGQPAAAAAEAAAAAAIGIAAACUBYAgCAUQAACNgCQAAAYAQAMAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	H-D-Leu-D-Arg-D-Arg-D-Ala-D-Ser-D-Leu-Gly-OH
