	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	92043572	CC(C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)N	(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-aminopropanoyl]pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]hexanoic acid	"AAADcfB//gAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABAAAAHgAQCAAADCjBmAQyCIPAAgCI
AiHSGAACAAAgAAAIiIGIAIgKYDqAkTGUYAAmlgCYiAe/yYCOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Trypsinogen
1	155885873	CC(C(=O)N1CCCC1C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)N	6-amino-2-[[2-[[2-[[2-[[2-[[2-[[1-(2-aminopropanoyl)pyrrolidine-2-carbonyl]amino]-3-phenylpropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]hexanoic acid	"AAADcfB//gAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABAAAAHgAQCAAADCjBmAQyCIPAAgCI
AiHSGAACAAAgAAAIiIGIAIgKYDqAkTGUYAAmlgCYiAe/yYCOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	H-DL-Ala-DL-Pro-DL-Phe-DL-Asp-DL-Asp-DL-Asp-DL-Asp-DL-Lys-OH
0	172458	C1=CC=C2C=C(C=CC2=C1)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)CN	(3S)-3-[(2-aminoacetyl)amino]-4-[[(2S)-1-[[(2S)-1-[[1-[[(2S)-6-amino-1-(naphthalen-2-ylamino)-1-oxohexan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-4-oxobutanoic acid	"AAADcfB//AAAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAADBUAAAHgAQCAAADCjBmAQwyMLAAgCI
AiXSWACCAAAhAgAIiIGIZIgIYDrAkbGUYAhmlgDIyAc/iIAOiAAAQAAQAAAQAACAACAAAAAAAAAA
AA=="	Glycyl-aspartyl-aspartyl-aspartyl-aspartyl-lysine-2-naphthylamide
0	16133648	CCC(C)C(C(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)CN	(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[2-[[(2S,3R)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S,3S)-2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]acetyl]amino]propanoyl]amino]-3-methylbutanoyl]amino]-4-methylpentanoyl]amino]hexanoyl]amino]-3-methylbutanoyl]amino]-4-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoyl]amino]acetyl]amino]-4-methylpentanoyl]pyrrolidine-2-carbonyl]amino]propanoyl]amino]-4-methylpentanoyl]amino]-3-methylpentanoyl]amino]-3-hydroxypropanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-3-methylpentanoyl]amino]hexanoyl]amino]-5-carbamimidamidopentanoyl]amino]hexanoyl]amino]-5-carbamimidamidopentanoyl]amino]-5-oxopentanoyl]amino]pentanediamide	"AAADcfB//gAAAAAAAAAAAAAAAAAAAWLAAAAwAAAAAAAAAFgB8AAAHgAQCAAADTzhngY/wPPJkgCo
AzV3dACCgCCxAiAJ2aG4ZJiKcPbAmbGUYAhitgLYyAcci8COgAAAAAACAAAAAAAAAAQAAAAAAAAA
AA=="	Melittin
0	101761866	C1=CC=C(C=C1)COC(=O)NC(CCCCN)C(=O)SC(=O)C2=CC=CC=C2	S-[(2S)-6-amino-2-(phenylmethoxycarbonylamino)hexanoyl] benzenecarbothioate	"AAADceB7OABAAAAAAAAAAAAAAAAAAAAAAAAwYAAAAAAAAAABQAAAHgQQAAAADCjh2AYwCILABAiI
AiBSGAACAAAkABAIiIGICMkIJjKgtTiMMQAk1gEoqYeYyCCOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	S-[(2S)-6-amino-2-(phenylmethoxycarbonylamino)hexanoyl] benzenecarbothioate
0	4670741	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C2CCCN2C(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)N	2-[[2-[[6-amino-2-[[2-[[2-[[5-amino-2-[[2-[[1-[2-[[6-amino-2-[(2,5-diamino-5-oxopentanoyl)amino]hexanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxypropanoyl]amino]-5-oxopentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoic acid	"AAADcfB//gAAAAAAAAAAAAAAAAAAAWAAAAAwAAAAAAAAAAABAAAAHgAQCAAADSzhmAYzDoPAAgCo
AiHSPAACAAEgIAAIiIGOCIgKdjaCkTOUcAAm9hGYmAecy6COIAAAAAAAAABAAAAAAAAAAAAAAAAA
AA=="	Myelin Basic Protein (MBP)
0	91435	CC(C(=O)[O-])O	2-hydroxypropanoate	"AAADcYBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAICCAAAAgAI
AACQCAIAAAAAAAAAAAFAAAABEAAAAAAAAAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Lactate
1	612	CC(C(=O)O)O	2-hydroxypropanoic acid	"AAADcYBAMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGgAACAAACBSggAICCAAAAgAI
AACQCAIAAAAAAAAAAAFAAAABEAAAAAAAQAAAAAABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Lactic acid
0	6306	CCC(C)C(C(=O)O)N	(2S,3S)-2-amino-3-methylpentanoic acid	"AAADccBiMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQCAAADSjBgAQCCABAAgAI
AACQCAAAAAAAAAAAAIGAAAACABIAgAAAQAAEEAAAAACIAAAKAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	l-Isoleucine
0	6140	C1=CC=C(C=C1)CC(C(=O)O)N	(2S)-2-amino-3-phenylpropanoic acid	"AAADccByMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAADCjBmAQwCIBAAgCI
AiDSCAACAAAgAAAIiIGAAIgKIDKAkRGAYAAkkAAIiAeYyKCOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Phenylalanine
0	6057	C1=CC(=CC=C1CC(C(=O)O)N)O	(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid	"AAADccByMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgAQCAAADCzBmAQwDoBAAgCI
AiDSCAACAAAgIAAIiIGGCIgKJjKCkROAcAAk0BEImAeYyKCOIAAAAAAAAABAAAAAAAAAAAAAAAAA
AA=="	Tyrosine
0	5280878	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)N	(5S,6R,7E,9E,11Z,14Z)-6-[(2R)-2-amino-3-(carboxymethylamino)-3-oxopropyl]sulfanyl-5-hydroxyicosa-7,9,11,14-tetraenoic acid	"AAADcfB7OABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgQQCAAACDzlwAaCCALAAgiI
ACHSGAAAAAAgABAICIGIAAgKUBIgASAUQAAE1gC4gAOI7CTAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	leukotriene D4
0	439224	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN	(2S)-2-(3-aminopropanoylamino)-3-(1H-imidazol-5-yl)propanoic acid	"AAADccBzsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAQCAAACCjBlgQtmBbJkgCo
ARX3fAAAgC2xEqABUYG4cAiCaBpA2SGUQAAMlgLQQCC8EQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Carnosine
0	112072	CN1C=NC=C1CC(C(=O)O)NC(=O)CCN	(2S)-2-(3-aminopropanoylamino)-3-(3-methylimidazol-4-yl)propanoic acid	"AAADceBzsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAQCAAACCjBlgQvmBfMEgCo
ARX3fAAAgC0xEqABUIG4cAiCaBpA2SGUQAAMlgLQQCC8EQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Anserine
0	439224	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN	(2S)-2-(3-aminopropanoylamino)-3-(1H-imidazol-5-yl)propanoic acid	"AAADccBzsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAQCAAACCjBlgQtmBbJkgCo
ARX3fAAAgC2xEqABUYG4cAiCaBpA2SGUQAAMlgLQQCC8EQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Carnosine
0	10243361	C1=C(NC=N1)CC(C(=O)O)NC(=O)CCCN	(2S)-2-(4-aminobutanoylamino)-3-(1H-imidazol-5-yl)propanoic acid	"AAADceBzsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAQCAAACCjBlgQtmBbJkgCo
ARX3fAAAgC2xEqABUYG4cAiCaBJA2SGUQAAMlgLQQCC8EQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Homocarnosine
1	90657684	C1=C(NC=N1)CC(C(=O)[O-])NC(=O)CCC[NH3+]	(2S)-2-(4-azaniumylbutanoylamino)-3-(1H-imidazol-5-yl)propanoate	"AAADceBzsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAQAAAACCjBlgQtmBbJkACo
ARX3fAAAgC2xEqABUYG4cAiCaBJA2SGUAAAMlgLQQCC8EQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	gamma-Aminobutyrylhistidine
0	7023107	C1=C(NC=N1)CC(C(=O)O)NC(=O)CN	(2S)-2-[(2-aminoacetyl)amino]-3-(1H-imidazol-5-yl)propanoic acid	"AAADccBzsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAQCAAACCjBlgQtmBbJkgCo
ARX3fAAAgC2xEqABUYG4cAiCaBJA2SGUQAAMlgLQQCC8EQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Gly-his
0	9837455	CC(C(=O)NC(CC1=CN=CN1)C(=O)O)N	(2S)-2-[[(2S)-2-aminopropanoyl]amino]-3-(1H-imidazol-5-yl)propanoic acid	"AAADccBzsAAAAAAAAAAAAAAAAAAAAWAAAAAAAAAAAAAAAAABgAAAHgAQCAAACCjBlgQvmBbJkgCo
ARX3fAAAgC2xEqABUYG4cAiCaBJA2SGUQAAMlgLQQCC8EQIAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Ala-His
0	446080	CC(C(=O)N)N	(2R)-2-aminopropanamide	"AAADccBDIAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAHgAQAAAACCjBgAQCAABAAAAI
AAEQEAAAAAAAAAAAAIGAAAAAQAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	(R)-2-aminopropanamide
