	CID	CanonicalSMILES	IUPACName	Fingerprint2D	Title
0	121250394	C1=CC(=CC2=C1C=CC(=N2)N)CNCCC3=CC=C(C=C3)C#N	4-[2-[(2-aminoquinolin-7-yl)methylamino]ethyl]benzonitrile	"AAADceB7gAAAAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAACx9AAAHAAQAAAADAjBHgQx8PLIEACw
ByZiZACigCkhAiAImKA4ZJiIoOLAkZGEIAhgkALIyC8QgMAOQAAAQAACAACAAACAAAQAAAAAAAAA
AA=="	4-(2-{[(2-Aminoquinolin-7-Yl)methyl]amino}ethyl)benzonitrile
0	101226411	CC(C)C(C(=O)NC(CC(=O)O)C(=O)NC1=CC2=C(C=C1)C(=CC(=O)O2)CF)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C	(4S)-4-[[(2S)-2-acetamido-3-carboxypropanoyl]amino]-5-[[(2S)-1-[[(2S)-3-carboxy-1-[[4-(fluoromethyl)-2-oxochromen-7-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-5-oxopentanoic acid	"AAADcfB7vQAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACBAAAAHwAQCAAADSzBmAQyzoLABgCI
AiXSWACCCAAhIgAIiIGObMgMZjrEsbuWeijm1hnI6Qe/16MOCAAAAgAIAAAQAAAEABAAAAAAAAAA
AA=="	Devd-afc
0	18752	COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N	methyl N-(4-aminophenyl)sulfonylcarbamate	"AAADccBzOABAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAABAAAAHgQQQAAACAiBUAIyyYBABAKI
ACRCWHDCABAgAgAIiBgAZIkIICKAkZGAIABgkAAIyAcQAAAAAAQAAAAAAAAACAAAAAAAAAAAAAAA
AA=="	Asulam
0	57336486	C1CC(N(C1)C(=O)C(CC2=CC=CC=C2)N)C(=O)NCC3=C(C=CN=C3)Cl	(2S)-1-[(2R)-2-amino-3-phenylpropanoyl]-N-[(4-chloropyridin-3-yl)methyl]pyrrolidine-2-carboxamide	"AAADceB7sAAEAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAAABwAAAHgIQAAAADCrBmiQ8gJPIEACo
AjF3VACCgCAxByAI2KG4ZpgIYHLA0bGUIAhglgDIyAcYiYCOAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	D-Phenylalanyl-N-[(4-Chloropyridin-3-Yl)methyl]-L-Prolinamide
0	644234	CC(C)C(C(=O)NC(CC(=O)O)C(=O)NC1=CC2=C(C=C1)C(=CC(=O)O2)C(F)(F)F)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C	(4S)-4-[[(2S)-2-acetamido-3-carboxypropanoyl]amino]-5-[[(2S)-1-[[(2S)-3-carboxy-1-oxo-1-[[2-oxo-4-(trifluoromethyl)chromen-7-yl]amino]propan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-5-oxopentanoic acid	"AAADcfB7vYAAAAAAAAAAAAAAAAAAAAAAAAAwQAAAAAAAAACBAAAAHwAQCAAADSzBmBQyzoLABgCI
AiXSWACCCAAhIgAIiIGObMgMZjrEsbuWeijm1hnI6Qe/16MOCAAAAgAIAAAQAAAEABAAAAAAAAAA
AA=="	Ac-Asp-Glu-Val-Asp-AFC
0	21718631	C1CC(=O)C(CC1Cl)Cl	2,4-dichlorocyclohexan-1-one	"AAADccBgIAAGAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAGgIAAAAACAeAgEAAAAAAAAAI
AIAQAAAAAAAAAAAAAAEAAgBAABIBAAAAAAAAAAAAAAEICAAAAAAAAAAAAAAAAAAAAQAAAAAAAAAA
AA=="	2,4-Dichlorocyclohexan-1-one
0	7967	C1CCC(=O)CC1	cyclohexanone	"AAADccBgIAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAGgAAAAAACASAgAAAAAAAAAAI
AIAQAAAAAAAAAAAAAAEAAAAAABIAAAAAAAAAAAAAAAEICAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	Cyclohexanone
0	13203	C1CCC(=O)C(C1)Cl	2-chlorocyclohexan-1-one	"AAADccBgIAAEAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAGgIAAAAACAeAgEAAAAAAAAAI
AIAQAAAAAAAAAAAAAAEAAgBAABIBAAAAAAAAAAAAAAEICAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Chlorocyclohexanone
0	521241	C1CCC(=O)C(C1)[N+](=O)[O-]	2-nitrocyclohexan-1-one	"AAADccBiMAAAAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAHgAEAAAACCzBgAQAAAAQQAAJ
AIAQAwAAAAAAAAAgAAGAAAAAABIAgAAAAAAAAAAAAAEYCAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	2-Nitrocyclohexanone
0	10898759	C1CC(CC(=O)C1)Cl	3-chlorocyclohexan-1-one	"AAADccBgIAAEAAAAAAAAAAAAAAAAAAAAAAAwAAAAAAAAAAAAAAAAGgIAAAAACAeAgEAAAAAAAAAI
AIAQAAAAAAAAAAAAAAEAAgAAABIBAAAAAAAAAAAAAAEICAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA
AA=="	3-Chlorocyclohexanone
